#YY  MM DD hh mm ss T   HEIGHT
#yr  mo dy hr mn  s -        m
2022 05 01 12 00 00 1 4287.715
2022 05 01 11 45 00 1 4287.803
2022 05 01 11 30 00 1 4287.896
2022 05 01 11 15 00 1 4287.993
2022 05 01 11 00 00 1 4288.094
2022 05 01 10 45 00 1 4288.199
2022 05 01 10 30 00 1 4288.306
2022 05 01 10 15 00 1 4288.407
2022 05 01 10 00 00 1 4288.511
2022 05 01 09 45 00 1 4288.609
2022 05 01 09 30 00 1 4288.701
2022 05 01 09 15 00 1 4288.793
2022 05 01 09 00 00 1 4288.875
2022 05 01 08 45 00 1 4288.950
2022 05 01 08 30 00 1 4289.017
2022 05 01 08 15 00 1 4289.077
2022 05 01 07 00 00 1 4289.212
2022 05 01 06 45 00 1 4289.207
2022 05 01 06 30 00 1 4289.189
2022 05 01 06 15 00 1 4289.164
2022 05 01 06 00 00 1 4289.128
2022 05 01 05 45 00 1 4289.085
2022 05 01 05 30 00 1 4289.033
2022 05 01 05 15 00 1 4288.976
2022 05 01 05 00 00 1 4288.910
2022 05 01 04 45 00 1 4288.843
2022 05 01 04 30 00 1 4288.772
2022 05 01 04 15 00 1 4288.699
2022 05 01 04 00 00 1 4288.624
2022 05 01 03 45 00 1 4288.548
2022 05 01 03 30 00 1 4288.475
2022 05 01 03 15 00 1 4288.404
2022 05 01 02 00 00 1 4288.134
2022 05 01 01 45 00 1 4288.104
2022 05 01 01 30 00 1 4288.081
2022 05 01 01 15 00 1 4288.068
2022 05 01 01 00 00 1 4288.061
2022 05 01 00 45 00 1 4288.062
2022 05 01 00 30 00 1 4288.074
2022 05 01 00 15 00 1 4288.095
2022 05 01 00 00 00 1 4288.122
2022 04 30 23 45 00 1 4288.158
2022 04 30 23 30 00 1 4288.199
2022 04 30 23 15 00 1 4288.246
2022 04 30 23 00 00 1 4288.297
2022 04 30 22 45 00 1 4288.350
2022 04 30 22 30 00 1 4288.404
2022 04 30 22 15 00 1 4288.465
2022 04 30 22 00 00 1 4288.520
2022 04 30 21 45 00 1 4288.575
2022 04 30 21 30 00 1 4288.626
2022 04 30 21 15 00 1 4288.673
2022 04 30 20 00 00 1 4288.808
2022 04 30 19 45 00 1 4288.811
2022 04 30 19 30 00 1 4288.805
2022 04 30 19 15 00 1 4288.792
2022 04 30 18 00 00 1 4288.575
2022 04 30 17 45 00 1 4288.508
2022 04 30 17 30 00 1 4288.439
2022 04 30 17 15 00 1 4288.364
2022 04 30 16 00 00 1 4287.908
2022 04 30 15 45 00 1 4287.826
2022 04 30 15 30 00 1 4287.750
2022 04 30 15 15 00 1 4287.677
2022 04 30 15 00 00 1 4287.613
2022 04 30 14 45 00 1 4287.549
2022 04 30 14 30 00 1 4287.495
2022 04 30 14 15 00 1 4287.452
2022 04 30 14 00 00 1 4287.416
2022 04 30 13 45 00 1 4287.394
2022 04 30 13 30 00 1 4287.385
2022 04 30 13 15 00 1 4287.384
2022 04 30 13 00 00 1 4287.395
2022 04 30 12 45 00 1 4287.419
2022 04 30 12 30 00 1 4287.451
2022 04 30 12 15 00 1 4287.496
2022 04 30 12 00 00 1 4287.555
2022 04 30 11 45 00 1 4287.620
2022 04 30 11 30 00 1 4287.694
2022 04 30 11 15 00 1 4287.777
2022 04 30 11 00 00 1 4287.865
2022 04 30 10 45 00 1 4287.957
2022 04 30 10 30 00 1 4288.057
2022 04 30 10 15 00 1 4288.158
2022 04 30 10 00 00 1 4288.257
2022 04 30 09 45 00 1 4288.363
2022 04 30 09 30 00 1 4288.465
2022 04 30 09 15 00 1 4288.561
2022 04 30 09 00 00 1 4288.652
2022 04 30 08 45 00 1 4288.743
2022 04 30 08 30 00 1 4288.825
2022 04 30 08 15 00 1 4288.896
2022 04 30 08 00 00 1 4288.964
2022 04 30 07 45 00 1 4289.022
2022 04 30 07 30 00 1 4289.064
2022 04 30 07 15 00 1 4289.099
2022 04 30 07 00 00 1 4289.124
2022 04 30 06 45 00 1 4289.137
2022 04 30 06 30 00 1 4289.140
2022 04 30 06 15 00 1 4289.131
2022 04 30 06 00 00 1 4289.113
2022 04 30 05 45 00 1 4289.084
2022 04 30 05 30 00 1 4289.047
2022 04 30 05 15 00 1 4288.998
2022 04 30 05 00 00 1 4288.942
2022 04 30 04 45 00 1 4288.882
2022 04 30 04 30 00 1 4288.812
2022 04 30 04 15 00 1 4288.738
2022 04 30 04 00 00 1 4288.659
2022 04 30 03 45 00 1 4288.579
2022 04 30 03 30 00 1 4288.496
2022 04 30 03 15 00 1 4288.414
2022 04 30 03 00 00 1 4288.335
2022 04 30 02 45 00 1 4288.259
2022 04 30 02 30 00 1 4288.187
2022 04 30 02 15 00 1 4288.120
2022 04 30 02 00 00 1 4288.060
2022 04 30 01 45 00 1 4288.008
2022 04 30 01 30 00 1 4287.964
2022 04 30 01 15 00 1 4287.930
2022 04 30 01 00 00 1 4287.901
2022 04 30 00 45 00 1 4287.885
2022 04 30 00 30 00 1 4287.880
2022 04 30 00 15 00 1 4287.884
2022 04 30 00 00 00 1 4287.891
2022 04 29 23 45 00 1 4287.910
2022 04 29 23 30 00 1 4287.940
2022 04 29 23 15 00 1 4287.978
2022 04 29 23 00 00 1 4288.021
2022 04 29 22 45 00 1 4288.073
2022 04 29 22 30 00 1 4288.128
2022 04 29 22 15 00 1 4288.187
2022 04 29 22 00 00 1 4288.250
2022 04 29 21 45 00 1 4288.316
2022 04 29 21 30 00 1 4288.381
2022 04 29 21 15 00 1 4288.445
2022 04 29 21 00 00 1 4288.507
2022 04 29 20 45 00 1 4288.564
2022 04 29 20 30 00 1 4288.616
2022 04 29 20 15 00 1 4288.659
2022 04 29 20 00 00 1 4288.701
2022 04 29 19 45 00 1 4288.733
2022 04 29 19 30 00 1 4288.758
2022 04 29 19 15 00 1 4288.772
2022 04 29 19 00 00 1 4288.779
