#YY  MM DD hh mm ss T   HEIGHT
#yr  mo dy hr mn  s -        m
2022 05 03 12 00 00 1 5565.067
2022 05 03 11 45 00 1 5565.056
2022 05 03 11 30 00 1 5565.047
2022 05 03 11 15 00 1 5565.040
2022 05 03 11 00 00 1 5565.036
2022 05 03 10 45 00 1 5565.033
2022 05 03 10 30 00 1 5565.035
2022 05 03 10 15 00 1 5565.037
2022 05 03 10 00 00 1 5565.040
2022 05 03 09 45 00 1 5565.046
2022 05 03 09 30 00 1 5565.054
2022 05 03 09 15 00 1 5565.062
2022 05 03 09 00 00 1 5565.073
2022 05 03 08 45 00 1 5565.086
2022 05 03 08 30 00 1 5565.099
2022 05 03 08 15 00 1 5565.111
2022 05 03 08 00 00 1 5565.126
2022 05 03 07 45 00 1 5565.138
2022 05 03 07 30 00 1 5565.150
2022 05 03 07 15 00 1 5565.159
2022 05 03 07 00 00 1 5565.169
2022 05 03 06 45 00 1 5565.176
2022 05 03 06 30 00 1 5565.181
2022 05 03 06 15 00 1 5565.185
2022 05 03 06 00 00 1 5565.186
2022 05 03 05 45 00 1 5565.187
2022 05 03 05 30 00 1 5565.185
2022 05 03 05 15 00 1 5565.181
2022 05 03 05 00 00 1 5565.175
2022 05 03 04 45 00 1 5565.166
2022 05 03 04 30 00 1 5565.152
2022 05 03 04 15 00 1 5565.137
2022 05 03 04 00 00 1 5565.123
2022 05 03 03 45 00 1 5565.106
2022 05 03 03 30 00 1 5565.087
2022 05 03 03 15 00 1 5565.068
2022 05 03 03 00 00 1 5565.048
2022 05 03 02 45 00 1 5565.028
2022 05 03 02 30 00 1 5565.008
2022 05 03 02 15 00 1 5564.990
2022 05 03 02 00 00 1 5564.972
2022 05 03 01 45 00 1 5564.955
2022 05 03 01 30 00 1 5564.938
2022 05 03 01 15 00 1 5564.923
2022 05 03 01 00 00 1 5564.912
2022 05 03 00 45 00 1 5564.904
2022 05 03 00 30 00 1 5564.899
2022 05 03 00 15 00 1 5564.898
2022 05 03 00 00 00 1 5564.901
2022 05 02 23 45 00 1 5564.909
2022 05 02 23 30 00 1 5564.919
2022 05 02 23 15 00 1 5564.935
2022 05 02 23 00 00 1 5564.952
2022 05 02 22 45 00 1 5564.971
2022 05 02 22 30 00 1 5564.991
2022 05 02 22 15 00 1 5565.017
2022 05 02 22 00 00 1 5565.045
2022 05 02 21 45 00 1 5565.071
2022 05 02 21 30 00 1 5565.102
2022 05 02 21 15 00 1 5565.136
2022 05 02 21 00 00 1 5565.168
2022 05 02 20 45 00 1 5565.203
2022 05 02 20 30 00 1 5565.236
2022 05 02 20 15 00 1 5565.274
2022 05 02 20 00 00 1 5565.306
2022 05 02 19 45 00 1 5565.340
2022 05 02 19 30 00 1 5565.368
2022 05 02 19 15 00 1 5565.395
2022 05 02 19 00 00 1 5565.422
2022 05 02 18 45 00 1 5565.447
2022 05 02 18 30 00 1 5565.467
2022 05 02 18 15 00 1 5565.483
2022 05 02 18 00 00 1 5565.497
2022 05 02 17 45 00 1 5565.507
2022 05 02 17 30 00 1 5565.510
2022 05 02 17 15 00 1 5565.514
2022 05 02 17 00 00 1 5565.515
2022 05 02 16 45 00 1 5565.511
2022 05 02 16 30 00 1 5565.504
2022 05 02 16 15 00 1 5565.493
2022 05 02 16 00 00 1 5565.481
2022 05 02 15 45 00 1 5565.464
2022 05 02 15 30 00 1 5565.444
2022 05 02 15 15 00 1 5565.422
2022 05 02 15 00 00 1 5565.397
2022 05 02 14 45 00 1 5565.372
2022 05 02 14 30 00 1 5565.343
2022 05 02 14 15 00 1 5565.314
2022 05 02 14 00 00 1 5565.281
2022 05 02 13 45 00 1 5565.248
2022 05 02 13 30 00 1 5565.217
2022 05 02 13 15 00 1 5565.190
2022 05 02 13 00 00 1 5565.161
2022 05 02 12 45 00 1 5565.137
2022 05 02 12 30 00 1 5565.116
2022 05 02 12 15 00 1 5565.093
2022 05 02 12 00 00 1 5565.073
2022 05 02 11 45 00 1 5565.057
2022 05 02 11 30 00 1 5565.043
2022 05 02 11 15 00 1 5565.031
2022 05 02 11 00 00 1 5565.022
2022 05 02 10 45 00 1 5565.015
2022 05 02 10 30 00 1 5565.013
2022 05 02 10 15 00 1 5565.010
2022 05 02 10 00 00 1 5565.014
2022 05 02 09 45 00 1 5565.017
2022 05 02 09 30 00 1 5565.023
2022 05 02 09 15 00 1 5565.034
2022 05 02 09 00 00 1 5565.047
2022 05 02 08 45 00 1 5565.060
2022 05 02 08 30 00 1 5565.077
2022 05 02 08 15 00 1 5565.092
2022 05 02 08 00 00 1 5565.106
2022 05 02 07 45 00 1 5565.121
2022 05 02 07 30 00 1 5565.135
2022 05 02 07 15 00 1 5565.149
2022 05 02 07 00 00 1 5565.165
2022 05 02 06 45 00 1 5565.178
2022 05 02 06 30 00 1 5565.188
2022 05 02 06 15 00 1 5565.195
2022 05 02 06 00 00 1 5565.201
2022 05 02 05 45 00 1 5565.206
2022 05 02 05 30 00 1 5565.205
2022 05 02 05 15 00 1 5565.205
2022 05 02 05 00 00 1 5565.203
2022 05 02 04 45 00 1 5565.200
2022 05 02 04 30 00 1 5565.192
2022 05 02 04 15 00 1 5565.184
2022 05 02 04 00 00 1 5565.170
2022 05 02 03 45 00 1 5565.157
2022 05 02 03 30 00 1 5565.140
2022 05 02 03 15 00 1 5565.122
2022 05 02 03 00 00 1 5565.100
2022 05 02 02 45 00 1 5565.078
2022 05 02 02 30 00 1 5565.057
2022 05 02 02 15 00 1 5565.034
2022 05 02 02 00 00 1 5565.014
2022 05 02 01 45 00 1 5564.993
2022 05 02 01 30 00 1 5564.972
2022 05 02 01 15 00 1 5564.950
2022 05 02 01 00 00 1 5564.932
2022 05 02 00 45 00 1 5564.914
2022 05 02 00 30 00 1 5564.900
2022 05 02 00 15 00 1 5564.891
2022 05 02 00 00 00 1 5564.887
2022 05 01 23 45 00 1 5564.885
2022 05 01 23 30 00 1 5564.888
2022 05 01 23 15 00 1 5564.893
2022 05 01 23 00 00 1 5564.901
2022 05 01 22 45 00 1 5564.912
2022 05 01 22 30 00 1 5564.929
2022 05 01 22 15 00 1 5564.948
2022 05 01 22 00 00 1 5564.971
2022 05 01 21 45 00 1 5564.994
2022 05 01 21 30 00 1 5565.020
2022 05 01 21 15 00 1 5565.050
2022 05 01 21 00 00 1 5565.081
2022 05 01 20 45 00 1 5565.115
2022 05 01 20 30 00 1 5565.149
2022 05 01 20 15 00 1 5565.184
2022 05 01 20 00 00 1 5565.218
2022 05 01 19 45 00 1 5565.249
2022 05 01 19 30 00 1 5565.285
2022 05 01 19 15 00 1 5565.316
2022 05 01 19 00 00 1 5565.345
2022 05 01 18 45 00 1 5565.373
2022 05 01 18 30 00 1 5565.395
2022 05 01 18 15 00 1 5565.415
2022 05 01 18 00 00 1 5565.434
2022 05 01 17 45 00 1 5565.451
2022 05 01 17 30 00 1 5565.464
2022 05 01 17 15 00 1 5565.473
2022 05 01 17 00 00 1 5565.476
2022 05 01 16 45 00 1 5565.479
2022 05 01 16 30 00 1 5565.480
2022 05 01 16 15 00 1 5565.473
2022 05 01 16 00 00 1 5565.465
2022 05 01 15 45 00 1 5565.454
2022 05 01 15 30 00 1 5565.435
2022 05 01 15 15 00 1 5565.418
2022 05 01 15 00 00 1 5565.399
2022 05 01 14 45 00 1 5565.378
2022 05 01 14 30 00 1 5565.353
2022 05 01 14 15 00 1 5565.325
2022 05 01 14 00 00 1 5565.299
2022 05 01 13 45 00 1 5565.267
2022 05 01 13 30 00 1 5565.236
2022 05 01 13 15 00 1 5565.204
2022 05 01 13 00 00 1 5565.175
2022 05 01 12 45 00 1 5565.149
2022 05 01 12 30 00 1 5565.120
2022 05 01 12 15 00 1 5565.091
2022 05 01 12 00 00 1 5565.066
2022 05 01 11 45 00 1 5565.042
2022 05 01 11 30 00 1 5565.022
2022 05 01 11 15 00 1 5565.005
2022 05 01 11 00 00 1 5564.993
2022 05 01 10 45 00 1 5564.982
2022 05 01 10 30 00 1 5564.974
2022 05 01 10 15 00 1 5564.973
2022 05 01 10 00 00 1 5564.972
2022 05 01 09 45 00 1 5564.973
