#YY  MM DD hh mm ss T   HEIGHT
#yr  mo dy hr mn  s -        m
2022 04 24 18 00 00 1 4014.951
2022 04 24 17 45 00 1 4014.927
2022 04 24 17 30 00 1 4014.897
2022 04 24 17 15 00 1 4014.862
2022 04 24 16 00 00 1 4014.658
2022 04 24 15 45 00 1 4014.614
2022 04 24 15 30 00 1 4014.570
2022 04 24 15 15 00 1 4014.527
2022 04 24 13 00 00 1 4014.310
2022 04 24 12 45 00 1 4014.312
2022 04 24 12 30 00 1 4014.320
2022 04 24 12 15 00 1 4014.332
2022 04 22 18 00 00 1 4014.883
2022 04 22 17 45 00 1 4014.912
2022 04 22 17 30 00 1 4014.932
2022 04 22 17 15 00 1 4014.950
2022 04 22 17 00 00 1 4014.962
2022 04 22 16 45 00 1 4014.968
2022 04 22 16 30 00 1 4014.970
2022 04 22 16 15 00 1 4014.964
2022 04 22 16 00 00 1 4014.954
2022 04 22 15 45 00 1 4014.937
2022 04 22 15 30 00 1 4014.916
2022 04 22 15 15 00 1 4014.888
2022 04 22 15 00 00 1 4014.855
2022 04 22 14 45 00 1 4014.819
2022 04 22 14 30 00 1 4014.778
2022 04 22 14 15 00 1 4014.735
2022 04 22 14 00 00 1 4014.688
2022 04 22 13 45 00 1 4014.641
2022 04 22 13 30 00 1 4014.592
2022 04 22 13 15 00 1 4014.544
2022 04 22 13 00 00 1 4014.495
2022 04 22 12 45 00 1 4014.452
2022 04 22 12 30 00 1 4014.409
2022 04 22 12 15 00 1 4014.372
2022 04 22 06 00 00 1 4015.078
2022 04 22 05 45 00 1 4015.127
2022 04 22 05 30 00 1 4015.170
2022 04 22 05 15 00 1 4015.205
2022 04 22 05 00 00 1 4015.236
2022 04 22 04 45 00 1 4015.257
2022 04 22 04 30 00 1 4015.272
2022 04 22 04 15 00 1 4015.281
2022 04 22 04 00 00 1 4015.284
2022 04 22 03 45 00 1 4015.277
2022 04 22 03 30 00 1 4015.265
2022 04 22 03 15 00 1 4015.248
2022 04 22 03 00 00 1 4015.221
2022 04 22 02 45 00 1 4015.190
2022 04 22 02 30 00 1 4015.149
2022 04 22 02 15 00 1 4015.102
2022 04 22 02 00 00 1 4015.053
2022 04 22 01 45 00 1 4015.000
2022 04 22 01 30 00 1 4014.940
2022 04 22 01 15 00 1 4014.878
2022 04 22 01 00 00 1 4014.812
2022 04 22 00 45 00 1 4014.747
